id,sentiment,text
681453730,negative,userMentionToken sure but the plane is an hour late flight! your ontime departure ship sailed away a long time back!
681453731,negative,userMentionToken ua6002 mli-&gt;den. will miss connection ua3530 den-&gt;yeg due to delay.
681453732,negative,"userMentionToken how come you are the only airline, of 90+ flights last year that makes me check my carry-on. not even gate check...baggage claim?!?"
681453733,negative,userMentionToken i had to change airports to actually get a flight out when my flight from fay was cancelled flightled twice. $180 taxi ride to rdu--reimburse?
681453734,neutral,userMentionToken it's operated by united as it's a heathrow-newark flight
681453735,negative,userMentionToken yes of course i have. is this how you treat customer with no recourse?
681453736,negative,userMentionToken i will be stunned if my bags are in hartford with me. the ord ground crew only had an hour to move my bags 200 yards
681453737,negative,"userMentionToken can someone assist me with my dm's? waiting 1 hour on phone, 2 hours on twitter."
681453738,negative,"userMentionToken flight was overbooked! was offered voucher to wait &amp; take another flight. gate agent switched me over, retracted voucher offer."
681453739,positive,userMentionToken thank you!
681453740,positive,userMentionToken thanks - it's very helpful to understand that the reduced price seats that are sold at check-in have priority over the certificates.
681453741,negative,userMentionToken as a million miler i've been delayed plenty. never in the amateurish wayuserMentionToken does it. i'd be embarrassed to be affiliated.
681453742,negative,"userMentionToken airlines claims to have a low fare guarantee, but they won't honor a lower fare that i found."
681453743,negative,userMentionToken another delayed united flight. i should not be this surprised or upset. i'm mostly disappointed i have to cancelled flight my trip with my dad
681453744,negative,"userMentionToken still can't dm, it's lh7631 on 21/2/15"
681453745,positive,userMentionToken thank you margo at houston's bush intercontinental for getting me home earlier.
681453746,negative,userMentionToken i booked our flights w/ userMentionToken i saw the same prices each time i searched. it wasn't the least bit frustrating. customerservice
681453747,negative,"userMentionToken thanks, but i didn't want to see 'we've started your flight search over' or 'the fare &amp; rules for this itinerary has changed' again"
681453748,negative,userMentionToken my cats flight was delayed 1+hour she will be arriving to hawaii after 5 &amp; i won't be able to pick her up until tomorrow
681453749,negative,"userMentionToken i did not, my mind was on getting to the next flight."
681453750,negative,userMentionToken now you've lost my bags too. at least nobody has done anything to help out. this is absurd.
681453751,negative,userMentionToken what's up with the reduction in e+ on 737-900s? 1k who can no longer confirm e+. forget upgrades - just want legroom. unitedfail
681453752,negative,userMentionToken offered me a voucher to switch flights. now voucher offer doesn t exist &amp; the gate agent switched me to a delayed flight!
681453753,neutral,userMentionToken when southwest did this to us -- a mechanical problem at least they gave us round trip vouchers. will you step up to the plate flight too?
681453754,negative,userMentionToken i usually like flying with you guys but $200 fee to use my credit seems ridiculous notcool exhorbitantfees
681453755,negative,"userMentionToken thanks, but not so much the missing bag as the nonexistent staff at this apparent remote outpost (busy airport for city of ~1m)."
681453756,negative,userMentionToken my friend lost luggage on flight 1547. what to do?
681453757,positive,"userMentionToken sweet, follow back and i'll get the dm off"
681453758,neutral,userMentionToken my reservation were changed so that i can longer make my connecting flight. how can i change this without incurring a fee?
681453759,positive,userMentionToken all good! next flight was a little delayed so it all worked
681453760,neutral,userMentionToken flight 5431
681453761,negative,"userMentionToken just boarded ua1297, was refused from carrying overhead bag as no space, in plane now with loads of space fail customerexperience"
681453762,negative,userMentionToken get your act right! you just lost customers because your staff wouldn't let us take our approved carry-on on a half empty flight!
681453763,neutral,userMentionToken userMentionToken userMentionToken raise a dispute with your cc provider and they will hopefully clear it for you.
681453764,negative,userMentionToken held up for almost 45 minutes and then promised free movies and it didn't work and neither did the wifi that was paid for. boo :(
681453765,negative,"userMentionToken nice ""partners"" you have. the delays keep increasing every 20 min userMentionToken userMentionToken urlToken"
681453766,negative,userMentionToken ua1740 just admit you have no clue when flight will leave denver. unfriendlyskies
681453767,negative,"userMentionToken yep, after long waiting on the phone we managed to rebook it. hope it will be a pleasent one. thanks for ur help."
681453768,negative,userMentionToken just had the worst experience ever flying with you
681453769,negative,userMentionToken ua1740. as the inbound flight dep time gets closer you push it back 15 min. you've been doing this for 2 hrs.
681453770,negative,userMentionToken why is my flight from mke to ord getting delayed? our gate attendant is not communicating!
681453771,negative,"userMentionToken my plane sounds like a dj scratching is this normal? if so, will this eventually be a new entertainment fee."
681453772,neutral,userMentionToken chase says no referral bonus. thanks.
681453773,negative,"userMentionToken how can i trust united with future flight booking problemss when a confirmed, ticketed and purchased ticket is cancelled flightled after the fact?"
681453774,negative,userMentionToken rebooked. this one is late flight too.
681453775,negative,userMentionToken 2nd late flight flight today
681453776,negative,"userMentionToken if u miss first leg of ur flight, you have to pay hundreds of $'s just to keep your second leg? how much to keep my earned miles?"
681453777,negative,"userMentionToken 3586 from iad to buf. incredibly loud, and like a third world 70s inner city metro bus. lowstandards urlToken"
681453778,neutral,userMentionToken cancelled flighting. bought a ticket for a friend but cant get the credit under my name
681453779,positive,userMentionToken boeing 777 star alliance short finals userMentionToken 27l on an amazing winters morning 777 avgeek urlToken
681453780,negative,userMentionToken 16 days for one flight and 8 for the other (roundtrip).
681453781,positive,userMentionToken i am blown away by stellar custserv !! thank you &lt;3 urlToken
681453782,negative,userMentionToken your overall experience of flying is not friendly
681453783,negative,userMentionToken a good start would be to warm the plane before the departure time so the flight isn't delayed due to frozen water lines.
681453784,negative,userMentionToken annnnddddd i'm going to lose my first class seat on the flight they shuffle me to
681453785,positive,userMentionToken you have the nicest gate attendant at newark airport gate 101 right now. multiple delays and she is still pleasant with everyone.
681453786,negative,userMentionToken 6 hour mechanical delay...killing me
681453787,negative,userMentionToken every time i check a bag with your airline i'm confident i will be wearing the same clothes for 3 days. please prove me wrong.
681453788,neutral,userMentionToken trade show! come by both 130 for awesome deals on sunkist and userMentionToken $$ urlToken
681453789,negative,userMentionToken thanks united for the no running water and late flight flight from grand rapids to denver
681453790,negative,userMentionToken kn: not allowing me to bypass the receipt # on the refund request form. never received receipt email. charged urlToken
681453791,neutral,userMentionToken please help! left my ipad air 2 on my flight from nyc to paris yesterday and can t get in touch with anyone locally. what to do?
681453792,negative,userMentionToken when will that happen? it really confuses when the 1st content to come on the 6in screens is about how technology forward united is.
681453793,negative,"userMentionToken you mean like my mailing address and rate? by the surliness of my united ""coworkers"" i'm guessing our benefits aren't great."
681453794,negative,userMentionToken i already sent feedback and your reps are who told me about the priority. i'm speechless at your system
681453795,negative,userMentionToken just because you are a monopoly in userMentionToken doesn't mean you treat your frequent fliers like crap.
681453796,negative,"userMentionToken yeah, bag is on the way. as per usual. i'm actually getting used to getting it delivered to me, its kind of nice in a sense."
681453797,neutral,userMentionToken how much is baggage check for international flights?
681453798,negative,userMentionToken why does it take 4-6 weeks for a new mileageplus premier card to be sent out? stillwaiting doesntfeellikestatusyet
681453799,negative,"userMentionToken wonder why people hate dealing with airlines? ridiculous and inflexible ""policies"". i need a phone number and a resolution. now."
681453800,negative,userMentionToken le2v9d pnr numbered flight. the first leg is cancelled flightled due to bad weather in iatanbul. how can i make a reflight booking problems
681453801,negative,"userMentionToken (2/2) it suggests that if can't confirm cert at time of flight booking problems, i should assume that it may never clear. didn't used to be that way"
681453802,positive,"userMentionToken thanks for explanation. it seems like an odd incentive structure, tho, because it dramatically diminishes the value of the certs."
681453803,neutral,userMentionToken sfo clearvision tv4u @ united terminal sfo airport urlToken
681453804,negative,"2/2 userMentionToken you don't really care about our comfort, you care about profitability. that's fine, just own up to it. unfriendlyskies"
681453805,negative,1/2 userMentionToken just be honest with your customers. the new seats are designed to fit more rows on the plane. more rows = more money.
681453806,negative,userMentionToken missing this wedding because of these delays would not be cool
681453807,negative,userMentionToken designed to deter people from forgetting things or to provide more storage space? the article says the latter unfriendlyskies
681453808,negative,"userMentionToken what do you think missing meetings is worth? a flight voucher? i fly all the time, so what would make it right?"
681453809,negative,"userMentionToken and userMentionToken not to pile on, but it's time to update your in flight tv package. urlToken"
681453810,negative,userMentionToken why is it so hard to add in meal preferences after i booked tickets? i forgot to do it &amp; it's now impossible! i even called.
681453811,positive,userMentionToken it's amazing really.
681453812,negative,userMentionToken learn to hold connections. they texted me there is another flight late flightr - my connection hasn't left and were pulling into the gate
681453813,neutral,userMentionToken if i have credit from a flight i cancelled flightled does the new flt have to be booked by 1 yr from orig purchase date or flown by that date?
681453814,neutral,userMentionToken this is me and my partners first trip to nyc i bought the tickets at the same time please seat us next to each other conf# ilc0hp
681453815,negative,"userMentionToken its ridic you cant transfer credit, you have my $400 &amp; youre taking $200 of it for cancelled flightling. atleast let me keep the credit damn"
681453816,positive,"userMentionToken thank you. there was one here a few months ago, but none now. weird you don't have a club in one of the busiest airports in the us."
681453817,negative,userMentionToken a plane took our gate and now we're just waiting in a lot at dia
681453818,negative,"userMentionToken i have a flight from omaha to chicago (en route to nyc) and they are seating me and my partner separate, please fix this res# ilc0hp"
681453819,negative,userMentionToken - with airport self checkin your only option i'm now your employee. training was a bitch. send my paycheck asap.
681453820,negative,userMentionToken on your website it says 10 days. its been 16 and counting.
681453821,neutral,userMentionToken one last thing....united club crackers...nabisco?? where are the pepperidge farms?
681453822,negative,userMentionToken the lack of customer service is astounding urlToken 2daysofhell
681453823,neutral,"userMentionToken ha, this happened 10 years ago. i haven't flown with you since."
681453824,negative,userMentionToken my bag is a few days late flight to me and this is like the 3rd time in the past couple months. where my free miles at?!
681453825,negative,userMentionToken of course but they were just as helpless as everyone else .
681453826,positive,"userMentionToken flew ord to miami and back and had great crew, service on both legs. thanks"
681453827,negative,userMentionToken 65 and 72 year old flying to tokyo for vacation both with bad knees and this happens urlToken userMentionToken userMentionToken
681453828,negative,userMentionToken another week has passed and i hoped that i would have had a response by now
681453829,negative,userMentionToken there's no reason it should take 7-10 days to respond.
681453830,negative,"userMentionToken yes, i know that. the question is ""why is that still the case""? fail"
681453831,negative,userMentionToken there are exit-row window shades in approx 11% of the windows of your rj-145s. &lt;--a frequent flyer urlToken
681453832,positive,userMentionToken no worries your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time &amp; apologized for yesterday
681453833,negative,userMentionToken there is no excuse for leaving a minor to spend the night sobbing (9 hours) in a plastic chair. ua's actions? terrible. # united
681453834,negative,userMentionToken perhaps you could fix this? urlToken and this urlToken answerthis
681453835,negative,userMentionToken my wife and i will be sharing this dreadful experience. don't pretend ua cares about young girl traveling alone # united airlines
681453836,negative,userMentionToken jh: going to process my refund for wifi. its asking for a receipt ? i never received an email- you guys just whacked my credit card
681453837,negative,.userMentionToken don't post a link to an article that verifies the initial complaint with 20+ comments saying the same thing. userMentionToken
681453838,negative,.userMentionToken will breaking them in somehow make them longer so that they don't cut off the circulation in my legs? unfriendlyskies
681453839,negative,"userMentionToken but why do people with no status get to buy an upgd at much less than cost ahead of premiers with earned ""confirmed"" certificates?"
681453840,neutral,userMentionToken you please do not burn my dreams !!! burningman tickets sales today.
681453841,negative,"userMentionToken worst agents in us at ft. lauderdale airport; passengers stand in line, getting status alerts &amp; still didn't make an announcement"
681453842,negative,userMentionToken can we get any (free) upgrade because all the problems we've had? our reservation is mkwlkr.
681453843,neutral,userMentionToken can you send a personal plane to get us out of school? it's icing and we don't want to get stuck here userMentionToken userMentionToken
681453844,neutral,userMentionToken to start 3xweekly b737-900 flights from neworleans to cancun on between 9may-5sep avgeek
681453845,neutral,"userMentionToken fail set to song. urlToken ""united breaks guitars"" &lt; lmao!"
681453846,neutral,"userMentionToken yes, would love an upgrade or voucher, please give me a call 9148445695"
681453847,neutral,"userMentionToken how come it's cheaper to fly to bkk than nrt even though to get to bkk you take an extra flight, from nrt!"
681453848,negative,userMentionToken this is with regard to a flight from a couple weeks ago. i'm very frustrated with your policies &amp; expressing that.
681453849,negative,"userMentionToken thanks for reaching out. the seat was hard, not enough cushion. ok for short flight. btw, ua6465 flight and crew were great!"
681453850,negative,"userMentionToken surprise me. otherwise, the flight is over and i don't have a good feeling about your airline."
681453851,negative,userMentionToken we have been told that it's lost...you guys don't know where it is
681453852,negative,".userMentionToken just landed. a day late flight with almost no sleep, but here. i feel sorry for the woman i consoled who's mother died during the night."
681453853,neutral,"userMentionToken 6344,6373, sfo-dfw also 1576 sfo-ord"
681453854,negative,"userMentionToken disappointed,united did not feed small children on a 5 &amp; half hour flight (honolulu to los angeles), appalling, esp food waspaid for"
681453855,positive,userMentionToken thanks to supervisor miriam who provided me with great customer service. finally
681453856,negative,userMentionToken filled out at the airport as part of a long day made longer.
681453857,positive,userMentionToken -today the staff @ msp took customer service to a new level. my father passed away last night &amp; you helped me get home today! thanks
681453858,negative,"userMentionToken ua6255 delayed out of winnipeg because the plane was ""frozen""! fail will i make my connection on ua1059? tightconnection denver"
681453859,negative,"userMentionToken delayed about 8 hours because of missed connections due to mechanical issues on 1st flight. rebooked, but please call me 9148445695"
681453860,neutral,userMentionToken flying out of stl saturday where they are expecting ice &amp; snow. when should we start looking for travel waivers? thanks!
681453861,neutral,userMentionToken can i add miles from my january air china flight to my mileageplus account?
681453862,negative,. userMentionToken you know your updates every 6 hours telling me you don't know where my bags are is also equally irritating. coltsmissingbags
681453863,negative,userMentionToken you are lightyears ahead of the security control at newark airport. they wasted 40 precious mins w bad efficiency. frightening
681453864,positive,"userMentionToken great, thank you!"
681453865,neutral,userMentionToken i submitted a status match last week and have not heard back. im a delta customer looking to switch to united. please assist.
681453866,negative,userMentionToken 1627 to montego bay going back to gate bc 1person was late flight? awful service for all of who came on time!!
681453867,negative,userMentionToken right... are you guys charging for the air we breathe next?
681453868,neutral,userMentionToken did not get names...dallas flight and chicago
681453869,negative,"userMentionToken in other words... sorry, not sorry. plenty of other airlines... and i travel a lot."
681453870,negative,userMentionToken delayed again by united. gate agent was borderline rude when i asked her a flight status question. what is happening to united?
681453871,negative,userMentionToken i need to speak with a supervisor or someone who is willing to help me use a credit i have asap. letsworktogether
681453872,negative,"userMentionToken just give up. your service is terrible. if i wasn't forced to use united on certain routes, i never would."
681453873,positive,userMentionToken club in denver is dope
681453874,negative,"userMentionToken i'm checked in, agent wouldn't tag my bags at 7am. now i'm standing in line hell."
681453875,negative,userMentionToken we are never going to get to out gate at this rate.
681453876,negative,userMentionToken this is getting ridiculous. now we're missing our connection.
681453877,negative,userMentionToken couldn't use the confirmed upgd cert you gave me b/c you decided to sell anyone a biz seat for $299. why do you bother giving them?
681453878,negative,userMentionToken i locked myself out of my account and needed access to book a flight.
681453879,neutral,userMentionToken userMentionToken january 15th.
681453880,negative,userMentionToken any chance you can troubleshoot check ins at userMentionToken ? we're at 20 minutes per person.
681453881,negative,userMentionToken how on earth could you close the united club in atlanta? what a major fail at an airport of this size
681453882,positive,userMentionToken sorry to hear outsourcing plan. boise is best staff/cust service in the country. boise
681453883,negative,userMentionToken -lga-ord ua 711. did not get agent name. argument over baggage policy.
681453884,negative,userMentionToken yes staff were rude and unempathetic. i needed jacket and tablet by 4 got at 11. if u take carryons cause plane full.don't lose em!
681453885,negative,userMentionToken monday evening.
681453886,neutral,"userMentionToken is pri boarding for ""active military"" or only ""in uniform?"" 90% can't travel in uniform for opsec reason, even on official travel"
681453887,neutral,userMentionToken leisure. military personnel for safety reason r highly recommended to not travel in uniform
681453888,negative,userMentionToken ticket counter masters out of smf not very helpful.
681453889,positive,"userMentionToken cool, thanks."
681453890,negative,userMentionToken my baggage is in shannon now so never mind u can work on giving me some $$$ back now
681453891,negative,"userMentionToken if you're listening, why are you the lowest provider of inflight wifi? get with the times!"
681453892,negative,userMentionToken that's funny because i emailed userMentionToken once and they found it hadn't left lhr. in the mean time stuck with no bag in nyc!!!
681453893,negative,"userMentionToken is the biggest joke of a company,i will never fly with them again! 3 days now waiting for my bag, they don't even know where it is!"
681453894,negative,userMentionToken why haven't you updated that flight 4411 is delayed? super frustrating
681453895,neutral,userMentionToken how long can i expect the formal response to take?
681453896,neutral,"userMentionToken hi, i am flying domestic first from sea to hnl. can i pay to use the lounge before i fly or this is just for international? thanks"
681453897,neutral,"userMentionToken do you mean ""fortunately""? i don't want my flight to be affected!"
681453898,neutral,"userMentionToken volumes, profit up urlToken aviation aircargo urlToken"
681453899,negative,"userMentionToken what the...? i go into the ""all airlines lounge"" w/ my star alliance club card in bcn only to be told star alliance isn't accepted"
681453900,negative,userMentionToken y do u not reply to customer refund forms??????????? unitedairlines
681453901,negative,userMentionToken &lt;&lt;&lt;&lt;&lt;------- shoddy customer service. of no use whatsoever. unitedairline
681453902,negative,userMentionToken &lt;&lt;&lt;&lt;&lt;&lt;-------- do not reply to emails?
681453903,negative,userMentionToken it has now been 16 days since i applied for my compensation? y have i had no correspondence
681453904,neutral,userMentionToken it sucks not having the money to book a flight to see the love of my life. 2600 miles away.
681453905,negative,userMentionToken submitted customer care form jan 7th. still no response. a little longer then 7 - 10 business days
681453906,negative,"userMentionToken userMentionToken clearly united lives in the stone age. some people don't need computers, make your site better for tablets and phones"
681453907,negative,"userMentionToken userMentionToken what does ""dealing via email"" have anything to do with a crappy web form that is not made for mobile devices"
681453908,neutral,"userMentionToken speaking of my flight, skateboards are allowed as carry on bagage right? no extra payment needed?"
681453909,negative,"userMentionToken userMentionToken userMentionToken next thing you know, united will believe they are above the dot and take them to court. united is anti-consumer"
681453910,negative,userMentionToken userMentionToken userMentionToken i read that last hashtag as go f united. makes sense since they f us by cancelled flightling ticketed reservations
681453911,neutral,userMentionToken the link in the message i was replying to. 3thparty itproblems
681453912,neutral,"userMentionToken hi, i read there are weather warnings on the east coast of the us. would a flight from lhr to sfo be affected?"
681453913,positive,userMentionToken you delayed a connection for customer service today now i'll be able to pay my final respects to a dear family member. thank you :)
681453914,neutral,userMentionToken am i allowed to bring a duffle bag and back pack as my carry on and personal item? flying out of ny
681453915,negative,userMentionToken userMentionToken i'm sorry united isn't able to keep its word 'cuz their it is totally inadequate but they still says it's a customer fault!
681453916,negative,userMentionToken how can you not know where my bags are? you knew where they were 6 hours ago. you are killing me! worst service. ever.
681453917,negative,userMentionToken stop pretending you care about the welfare of my daughter. united airlines had the opportunity to help n failed # united airlines
681453918,negative,userMentionToken i have received one previously on the 11th having checked. odd as you said there was no complaint associated with my e-mail?
681453919,negative,"userMentionToken ok, i have that, pretty sure i had it before too but will wait and see what happens...."
681453920,negative,userMentionToken checking tracing information. you got 2 numbers wrong in my phone number &amp; how did a turquoise duffle bag become a black laptop bag?
681453921,negative,userMentionToken treats service members like crap never flying again with them unitedairlines userMentionToken
681453922,neutral,"userMentionToken thanks. ua1121, den, 40 min on tarmac."
681453923,negative,userMentionToken what is the point of a upc code on checked baggage if you can't tell me where my luggage is? vacation- day 3: trying on swimsuits...
681453924,negative,userMentionToken why are your sfo-&gt;bos nonstop flights not competitively priced with those of jetblue and virgin? $179 vs $324. identical times.
681453925,negative,userMentionToken how come i have no baggage updates.
681453926,negative,"userMentionToken thanks for your response. bags came, but it was a long wait and priority tags weren't honored at all. disappointing"
681453927,negative,userMentionToken userMentionToken and the hits keep on coming. urlToken unitedfail unitedwithivy
681453928,negative,"userMentionToken hi jh. yes please. since i lost almost a whole day on the way out, could you help me change my return for one day late flightr?"
681453929,negative,"userMentionToken 3 hrs searching for flts, find 1 on site &amp; can't book the $ offered bc 1 seg isn't really available. lies falseadvertising"
681453930,negative,userMentionToken next flight? don't think i'll be spending anymore money with you guys ever. it was that bad.
681453931,negative,userMentionToken are my bags here yet? they were at palm springs airport. i was at lax. how come i beat my bags here.
681453932,negative,userMentionToken why couldn't you have changed the tire of my delayed ua1127 flight when it arrived instead of waiting until boarding?
681453933,negative,userMentionToken a generic form with tons of fields asking for info you already? expected more as a premier platinum. another servicefail
681453934,negative,userMentionToken wtf is your username and/or email addr signin still unavailable? been trying to login since sunday
681453935,neutral,"userMentionToken i am flying from msp to dxb, my child will turn 2 during the trip do i have to buy a return ticket for my child?"
681453936,negative,userMentionToken i want my bags. there is vital equipment in there. you are royally screwing me. i'm cranky and want an update.
681453937,positive,userMentionToken you guys have such big hearts.. keep up the good work
681453938,negative,userMentionToken flight 512 had sime of the rudest flight attendants. i was run over by the drink card and had a flashlight dropped on me. noapology
681453939,negative,"userMentionToken i am very disappointed with userMentionToken as your partner. no communication, 2 extremely late flight flights. really, all around horrible."
681453940,negative,"userMentionToken unless it's on you guys, im good."
681453941,negative,userMentionToken are the miles going to be restructured? help a silver status brotha out! i thought i was winning with you guys until today lol
681453942,neutral,"userMentionToken even with the multiplier the ticket price will still never equal the amount of miles you travel, even for transatlantic flights!"
681453943,negative,"userMentionToken missed connection, wrong city, bags at palm springs, but not at hotel. i am seriously tired of being treated this way."
681453944,negative,userMentionToken where are my bags!!! they weren't in lax like your promised. 9 out of 10 things today were a mess today because of you.
681453945,negative,userMentionToken dang... i thought i was in a teleportation device! ua514
681453946,positive,userMentionToken received my bag. i appreciate taking care of the matter and following up!
681453947,negative,userMentionToken still haven't received a response. please direct message me for my contact information.
681453948,negative,userMentionToken i've been waiting on my bag in iah for 45mins. they're only 4 freaking people on that flight waiting for bags. fix this!!
681453949,neutral,userMentionToken so if this game was the one reason i payed for userMentionToken is there something we could work out here? urlToken
681453950,positive,userMentionToken :take note of this great example of userMentionToken actually making good for an extremely inconvenient situation. urlToken
681453951,negative,userMentionToken rtb&gt;iah 2/17 first class. my wife (global services) and i had headaches due to our neighbors smoking e cigarettes. contact me pls
681453952,negative,"userMentionToken ""federal regulation prohibits you being separated from your bag""...yet you lose our bag and that's okay"
681453953,negative,userMentionToken tried to check it 40 mins before a flight rather than 45 mins and we are stonewalled by your employees...
681453954,neutral,userMentionToken hello. just wondering how long it might take for turkish airlines flights to show up in my united miles. thanks.
681453955,negative,userMentionToken do you guys have any working planes?
681453956,negative,userMentionToken we just almost had a major accident on ua3710 ... how about passing on some information to those of us waiting on plane!!!
681453957,negative,"userMentionToken again, you said to go take the time to go there, knowing what the issue was, and knowing you won t fix it."
681453958,negative,userMentionToken 3 hour delay plus a jetway that won't move. this biz traveler is never flying u again!
681453959,negative,userMentionToken my son is a passenger on flight 3710 from chicago to toronto. the plane came within feet of colliding another plane and is stopped.
681453960,positive,"userMentionToken that made me so mad, but then i called the bag number, and that person was helpful and told me where the bag really was. (2/2)"
681453961,negative,"userMentionToken yes. it was the airport person who told me the bag was still in nashville, when i filed the claim. (1/2)"
681453962,positive,userMentionToken the only thing you fella have done right today is get me to the pacific time zone.
681453963,negative,userMentionToken ugh. my bags were sent to palm springs and not to lax as promised. they better be at the hotel when i get there.
681453964,negative,"userMentionToken direct messaged you, didn't hear anything back"
681453965,negative,"userMentionToken yup, it just happens way too often...5 times in the last 12 months"
681453966,neutral,"userMentionToken great, thank you!! i'll send it now."
681453967,negative,userMentionToken so who does handle bag issues? and why wouldn't you put me onto them in the first place?
681453968,positive,userMentionToken big up the pilot of 644 for turning 1hr on the tarmac to just a 20min delayed arrival
681453969,neutral,userMentionToken returned from vacation + went to luggage services. golf bag was presented in clear wrap that could've been used in the first place.
681453970,negative,userMentionToken holiday of a lifetime to new york ruined because you lost my luggage and have failed to find it since sunday! wontflyagainwithyou
681453971,negative,userMentionToken my golf bag didn't have a top cover + staffers said they couldn't check without a type of cover or wrap. forced to leave the bag...
681453972,negative,userMentionToken when will you offer real food in american clubs like the amazing food you offer in heathrow?
681453973,negative,userMentionToken once again my bag is lost when i travel united!!!! please do something
681453974,neutral,userMentionToken userMentionToken both!
681453975,negative,userMentionToken stuck on plane for over an hour due to mechanical faults. any updates please? this happened on way to newark and now again to lhr...
681453976,negative,userMentionToken - flight 1114. unfortunately this isn't an isolate flightd incident. i haven't waited less than 20min in years
681453977,negative,userMentionToken did i mention one bag is an infant car seat &amp; we've been stuck with yr poor replacement on icy mtn roads
681453978,negative,"userMentionToken this is in ur hemispheres magazine. i'm open to what will u do to make the ""flight more pleasant."" urlToken"
681453979,negative,userMentionToken hard to believe since your staff @ sfo checked them under someone by the name of ritacomo who flew to ewr the same day.
681453980,negative,"userMentionToken it's late flight... i'm tired and understandably edgy for trying to catch my flight. i wasn't chipper, but i def was not rude."
681453981,negative,"userMentionToken rude cust ser agents busy chatting, then yelled bc i took pic. put me stdby when seat. diff agent gave me seat 30min late flightr. platinum"
681453982,negative,"userMentionToken i am a frequent user. congrats u only lost my bags once in 20 years. problem, it was today and your staff were rude! still no bag!"
681453983,positive,userMentionToken sivi stewart at lax was fantastic tonight helping to find a lost item for us at the airport. much thanks!
681453984,negative,"userMentionToken yes, though they have not located the bag yet. it was a lovely flight outside of that."
681453985,positive,userMentionToken got me home amid snow &amp; cancelled flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. thank you!
681453986,negative,"userMentionToken my wife has been on the phone several times for past 3 days, with no result."
681453987,negative,userMentionToken so you are saying that customer care does not report to anyone? their response is humiliating for a company that serves the public.
681453988,negative,"userMentionToken unitedairlines so my feedback is for your benefit, not for you to correct your atrocious customer service? good to know"
681453989,negative,userMentionToken unitedairlines fill out form and never receive response? i expect remedy. we can travel another airline and cancelled flight as members w u.
681453990,negative,"userMentionToken 12/13ewr-lax ua1151 my seat/armrest broken discover after takeoff. flight full.fa filed report, who to chat with for partial refund?"
681453991,negative,"userMentionToken so you told me to go, knowing what the issue was, only for me to go there and find out that you won t fix it?"
681453992,negative,"userMentionToken so, i made it all the way to the airport, and they say they won t fix the handle. i showed you this problem, and you said to go ?"
681453993,neutral,userMentionToken this link in your tweet goes to someone's internal email -&gt; urlToken probably one of your 3rd party it contracts
681453994,negative,userMentionToken then why do you bother responding? your customer service is the worst. never using you guys again.
681453995,neutral,userMentionToken 618 was flight out of houston
681453996,negative,userMentionToken free hotel doesn't make up for such poor customer service and disregard
681453997,negative,userMentionToken it's messed up to refuse to wait 10 min after united is at fault for delay but to leave early is absolutely disgusting.
681453998,negative,userMentionToken mechanical delay occurred in houston earlier today re: their flight to ord
681453999,neutral,"userMentionToken 374 ord to roc. fam came to see me at sna. i'm a member, so is my dad. he used his miles for them."
681454000,positive,"cc userMentionToken boldflavors userMentionToken we re bringing bourbon st. to 35,000 ft. with bold flavors, fresh ingredients and more dining options"
681454001,negative,userMentionToken thx for checking in. never got through via phone. on hold over hour. how long is too long to wait on hold? ugh. csfail
681454002,neutral,userMentionToken is there a referral program for the milageplus explorer card?
681454003,negative,userMentionToken how else would i know it was denied?
681454004,neutral,userMentionToken obviously
681454005,negative,"userMentionToken you allow shady 3rd party services to sell your tickets and then refuse to help the customer, who's left holding the bag. flyunited"
681454006,negative,userMentionToken hours on the phone...hung up on...all i want is to be on a different flight (same day) that has an open seat. greatservice
681454007,negative,userMentionToken which now has maintenance issues with an undetermined amount of time until the mechanics even arrive
681454008,neutral,userMentionToken i sent an email describing my experience. looking forward to a follow up to hopefully make it right.
681454009,positive,"userMentionToken be ""chicago's hometown airline"" care about your neighbors savethediagonals flyquiet ordnoise"
681454010,negative,userMentionToken userMentionToken $856.81 the cost of one of the round trip tickets.
681454011,positive,userMentionToken give cyndi &amp; troy each a gold star.
681454012,positive,userMentionToken our flight attendant userMentionToken was super helpful in finding a bag we left on a flight today. excellent customer service. name fits.
681454013,neutral,userMentionToken how about changing rno -den non-stop in may (9) from 6am to late flight morning or early afternoon?
681454014,neutral,userMentionToken unitedairlines wont wait 10min for fam w 2yr old connecting. flight leaves early instead for airport that is planes last stop today
681454015,negative,"userMentionToken i can t go back to the airport, i m working, and won t have time. are you telling me there is seriously no other way?"
681454016,neutral,userMentionToken instead of bourbon street how about quiet planes savethediagonals
681454017,negative,userMentionToken 3875 to denver which we are supposed to be boarding right now but has yet to land
681454018,negative,userMentionToken i've been doing this for 15 years and i've never had this many issues with any other airline.
681454019,negative,userMentionToken haha that's fine. still won't fly userMentionToken ever again. seems like you guys have more problems than anyone else.
681454020,negative,userMentionToken note: they are traveling w 2yr old. unreal
681454021,negative,userMentionToken and that plane was staying overnight at the next airport - roc. u can make up 10 min in air but instead of waiting u leave early
681454022,positive,userMentionToken and they were traveling as guests of a mileage plus member using that members miles. great customer service.
681454023,negative,userMentionToken mechanical issues causes delay and connecting plane at ord only needed to wait 10 min for them. refused and left early instead. wtf
