id,sentiment,text
681455483,positive,userMentionToken luved the sjc gate 23 agent this am who boarded flight 372 to dal. didn't get his name. he represents your brand so well.
681455484,positive,userMentionToken thanks for an awesome flight and connection! we were delayed but your staff and crew were purely amazing!
681455485,positive,userMentionToken great flight got us back on time! thanks
681455486,neutral,userMentionToken -17mph winds and would do anything to be in florida right now.. help a sister out!!
681455487,neutral,userMentionToken userMentionToken take me here
681455488,neutral,"userMentionToken my son is flying south west from nola-orlando, hope to enter for him to win this contest destinationdragons"
681455489,positive,userMentionToken thx for smooth landing today userMentionToken we applauded! now what can u do abt the weather? takemeback urlToken
681455490,positive,"userMentionToken not frustrated, just an idea! great crew. thanks! happycustomer"
681455491,neutral,userMentionToken no her lunch was over by the time she got her call answered
681455492,negative,userMentionToken my parents flight frm stl2atl cancelled flighted 2nite. when's the next one out?!
681455493,negative,userMentionToken well my mom called earlier and you guys had her on hold for close to an hour
681455494,negative,userMentionToken there's an hour wait here for reflight booking problems in line at omaha.
681455495,negative,userMentionToken it says i can't because my flight is in progress.
681455496,negative,userMentionToken can you help me with reflight booking problems? my flight was cancelled flighted. fwhei6
681455497,negative,userMentionToken alist pref doesn't do any good if direct to atl is always wifiless. flight 1701.
681455498,negative,userMentionToken is that the same reliable system couldn't find my info and then said it refund my credit card ?
681455499,negative,"userMentionToken 14 hours???? sorry don't get it. oh well. screw the weekend in az right? eat the hotel, no problem."
681455500,positive,"userMentionToken we had early bird, and it was great. your employees were awesome. it was 3 passengers who killed the buzz."
681455501,negative,userMentionToken i am absolutely sick of 300s and no wifi!
681455502,negative,userMentionToken when will airfare be available through december of this year? i have 2 major trips coming up and i'm anxious to book them!
681455503,positive,userMentionToken ahah that is why i love sw (^^)
681455504,neutral,userMentionToken is the contest over for destination dragons? i want to try to do everything i can to go.
681455505,positive,userMentionToken you are lucky to have people like annamarie and norris at bwi. i hope they get recognized for excellent cust. service
681455506,neutral,userMentionToken so the upcoming rr changes/deval is trying to tell me not to fly southwest anymore because i am loyal so far. i get it.
681455507,neutral,userMentionToken traveling 2bwi nmaryland 2morrw any chance the flight being cancelled flightled to inclement weather? any chance can get earlier flight
681455508,negative,userMentionToken userMentionToken kid just wants fucking money scumbag
681455509,positive,userMentionToken i wish i would've seen this 4 hours ago!!! i wanted to see them tonight so bad!!!! crying
681455510,neutral,userMentionToken just do it that easy
681455511,positive,userMentionToken i'll have to drop by next time i visit!
681455512,positive,userMentionToken userMentionToken feels like a good day to fly!! thanks for the ontime departure to sna!! :) bestinclass 30000ft takemehome
681455513,positive,userMentionToken great trip on 2672 yesterday - outstanding flight attendants
681455514,neutral,userMentionToken how can customers get in touch with you internationally from mexico for lost baggage
681455515,neutral,"userMentionToken $192 rndtrp 4/30-5/5 ""userMentionToken userMentionToken if you're trying to make travel reservations for vegas on may 2nd it's too late flight"
681455516,positive,userMentionToken i'm on the 10:55 flight! everyone has been so nice and helpful! i'm just hoping we'll get to fly out! thank you! :)
681455517,negative,userMentionToken userMentionToken that's horse radish
681455518,negative,userMentionToken thanks! more concerned about the conflicting texts i was receiving my about my flight having to drive 10 hours now
681455519,positive,userMentionToken thank you!
681455520,positive,userMentionToken thank you. see u next wednesday in fll. save me some peanuts
681455521,neutral,userMentionToken how's life @ the noc?
681455522,neutral,userMentionToken i will tell marry a lamp if you give me tickets to the vegas show please i am desperate
681455523,neutral,userMentionToken are there any current promotions/codes for nashville-denver? thank you!
681455524,neutral,userMentionToken promotion fly 3 roundtrip flights to and from atl between 2/15 and 5/17 and get a companion pass for the year travel
681455525,positive,userMentionToken so happy that you can finally put your southwestairlines boarding pass into passbook! makes life so much easier
681455526,positive,userMentionToken i will do just about anything to go to the vegas show please man
681455527,negative,userMentionToken here we go again. delayed in chicago why offer the 630 flight if you never intend to fly it
681455528,neutral,userMentionToken omg omg omg !!! i just did!!
681455529,negative,userMentionToken userMentionToken she was traveling with me the one that got miscommunicated with
681455530,negative,"userMentionToken wtf, my flight was delayed and then i go to board and my boarding pass has disappeared from the southwest app!"
681455531,neutral,userMentionToken tweet just popped up on my phone with userMentionToken follows. missing my favorite southwest pilot and brother.
681455532,neutral,userMentionToken do you have special fares for students to visit prospective schools? it's expensive to visit graduate programs.
681455533,neutral,userMentionToken i would be eternally grateful for tickets to the vegas show ( ) god bless
681455534,negative,userMentionToken baggage woman said it was in blatimore and would be on a plane this morning. now they can't find it. wtf!???
681455535,negative,userMentionToken urlToken doesn't work on my flight. just fyi.
681455536,neutral,userMentionToken please help! i would die to see the vegas show! it would be amazing to hear their songs for real!
681455537,neutral,userMentionToken i need imagine dragons like i need air . . . . . please hoom me up for the vegas show ( )
681455538,neutral,userMentionToken i am committed okay please hook me up for destinationdragons
681455539,negative,userMentionToken i would die if i got tickets to destinationdragons and you would be invited to my funeral
681455540,negative,userMentionToken = easy and pleasant. userMentionToken = difficult and stressful. learned my lesson.
681455541,neutral,userMentionToken i would sell my nonexistent soul to go see destinationdragons
681455542,neutral,userMentionToken userMentionToken userMentionToken this job interferes w/ellen show &amp; concerts! will alway treasure my userMentionToken experience!
681455543,positive,userMentionToken got it taken care of! thank you &lt;3
681455544,negative,userMentionToken not sure i can trust a statement with that many small numbers above words. urlToken
681455545,neutral,userMentionToken has posted flight schedule covering the date range of userMentionToken 23
681455546,negative,userMentionToken late flightly you've always been late flight! please get back to the old swa!!
681455547,negative,"userMentionToken totally sucks that my flights were weathered out of existence, but stacy in tucson helped with an overnight in vegas!"
681455548,negative,userMentionToken are you guys alive? i've been on hold for 25 minutes and counting . . . . .
681455549,negative,userMentionToken gary kelly should be ashamed of himself running a corporation in this way
681455550,negative,userMentionToken you guys just rip me off if i could cancelled flight every flight i had booked for my employees i would buyer beware
681455551,negative,userMentionToken not if its travel credit you used to buy and it expires on the day you find a lower rate
681455552,positive,userMentionToken please acknowledge attendant jeff wernicke. beat in class and service on sw
681455553,neutral,userMentionToken lacma on fairfax.
681455554,negative,userMentionToken just want the money i paid for early bird refunded. noone seemed to be able at three different. sw should have that worked out
681455555,negative,userMentionToken i filled in the form on the website too. darn it all. i guess i'll just have to cross my fingers.
681455556,positive,userMentionToken thank you so much for access to destinationdragons tonight at userMentionToken userMentionToken crying /dying rn ripme
681455557,positive,userMentionToken so excited about our last minute trip to userMentionToken (and she doesn't know yet!) urlToken
681455558,neutral,userMentionToken aren't you based in chicago? why are you doing a hunt in la and not your home city????!! please bring one home
681455559,negative,userMentionToken heyo! what is causing flight 1836 ewr to hou to be delayed?
681455560,neutral,userMentionToken when will you have flight from dal to pvd?
681455561,negative,"userMentionToken your wifi stinks. i'm not mad, but i wouldn't hate it if i got my money refunded."
681455562,negative,userMentionToken cancelled flights arrivals &amp; departures in nashville as of 5pm. that and more weather headlines @ 4pm liveonfox17 februaryfreezefox17
681455563,neutral,userMentionToken any spare tickets for vegas? would be forever grateful! destinationdragons
681455564,neutral,userMentionToken userMentionToken userMentionToken if only that was me! destinationdragons
681455565,positive,userMentionToken thank you so much!! urlToken
681455566,neutral,userMentionToken any chance they will change this to include northeast airports? jetblue has.
681455567,negative,userMentionToken i was on hold for 30 minutes &amp; no one knows how to win these tickets that you're still handing out? destinationdragons
681455568,negative,userMentionToken after 38 minutes on the phone i'm given another number to call now still on hold with them. urlToken
681455569,neutral,userMentionToken please....can i have the last tickets for me and my best friend to destinationdragons urlToken
681455571,positive,userMentionToken rules.
681455572,negative,userMentionToken no one i call knows anything about it so i'm just wondering how to get any? destinationdragons
681455573,neutral,"userMentionToken i saw ppl were winning tickets still, how do we win some?"
681455574,negative,userMentionToken okaaaaay ugh im 8 min away
681455575,neutral,userMentionToken go userMentionToken go!
681455576,neutral,userMentionToken please please please urlToken
681455577,negative,"userMentionToken yes, but i like need my luggage before tomorrow morning"
681455578,neutral,userMentionToken 5 min away!
681455579,negative,"userMentionToken doesn't care nor does sna agent jacquie plitt, rude gal bad attitude! had 2 fly userMentionToken 2 cabo thx urlToken"
681455580,positive,"userMentionToken happily, flight 1625 was not delayed when a cockpit visit blew my four-yr-old's mind. thanks, cap'n! urlToken"
681455581,negative,userMentionToken needs 2 make me whole used my tkt back n phx due 2 rude sna agent jacquie plitt flew userMentionToken 2 cabo urlToken
681455582,neutral,userMentionToken 8 mins!!! urlToken
681455583,neutral,userMentionToken is there a route to flight from mexico city to chicago midway using your services?
681455584,positive,userMentionToken flight 3056. only an hour long but one of the best flights i've ever had. kudos to flight crew and airline in general.
681455585,neutral,userMentionToken how many are left?!
681455586,negative,userMentionToken swa agent jacquie plitt userMentionToken sna rudely tells me you're not going 2 cabo today or manana back 2 phx flew userMentionToken
681455587,positive,userMentionToken thanks for being so good to us military folk. it's cold in stlouis but i sure enjoyed my flight. urlToken
681455588,negative,userMentionToken thanks for losing my luggage
681455589,negative,userMentionToken what about for us that cant get to the states they are playing for the hunt? any destinationdragons tickets left?even just one
681455590,neutral,userMentionToken i'm on the 110 lol has anyone arrived yet??
681455591,neutral,"userMentionToken left behind ipad air on flight 505 from bradley to bwi, plane had already left by the time i realized. can you possibly help?"
681455592,neutral,userMentionToken how many left?! i'm 15 min wway
681455593,negative,userMentionToken well i had a car &amp; free place 2 stay had i known unacceptable treatment from spvsr. sally in cleveland. disappointed
681455594,neutral,userMentionToken i cannot dm you as you do not follow me.
681455595,negative,userMentionToken and this asshole cut in front of me. your system blows. urlToken
681455596,negative,userMentionToken it's pretty stupid and i probably won't fly it again. plus hearing nightmare stories of overbooked flights.
681455597,neutral,userMentionToken i'm 30 mins out wait for me
681455598,neutral,userMentionToken get me on flight 4146 to denver and i'll be more than happy !!!!!
681455599,neutral,userMentionToken will there a non-stop flight from midway to boise for this summer season? looking to book at labor day trip. ty
681455600,negative,userMentionToken over 15 minutes without talking to a human at what point would you recommend i call userMentionToken urlToken
681455601,neutral,userMentionToken can one use a companion pass w/ a points flight booking problems or is it only cash fares? thx!
681455602,neutral,userMentionToken im not tho
681455603,negative,userMentionToken so u guys cancelled flight bna flights &amp; don't bother 2 alert passengers? what gives?
681455604,positive,userMentionToken thank you so so much for sending me to la for destinationdragons! tonight is gonna rock
681455605,positive,userMentionToken oh i see what you did there! thanks for supporting padresst.
681455606,positive,userMentionToken yeah haha. never been in one. it's expensive and we will!!!!! so much fun! destinationdragons
681455607,positive,userMentionToken beautiful day in seattle! urlToken
681455608,positive,userMentionToken this has to be the best video i have seen ever! - teamspirit urlToken
681455609,positive,userMentionToken userMentionToken thank you for your kind response. the acknowledgement and apology go a long way! southwestrocks
681455610,negative,userMentionToken no thanks. after those 25+ minutes someone did eventually help us and took care of it.
681455611,negative,"userMentionToken was going for the weekend for friend's birthday, so no point in reflight booking problems."
681455612,negative,userMentionToken one of my bags didn't make it to my destination. i have the claim ticket. any way to help out with a status on the location?
681455613,neutral,userMentionToken when is the next flight with free cocktails ?
681455614,negative,includes userMentionToken userMentionToken inclement weather may impact scheduled service in. reflight booking problems options available: urlToken
681455615,neutral,"userMentionToken okay thank you :) , also i did get a tweet earlier about 1.5 hrs ago saying i won &amp; should send a dm but then it was deleted?"
681455616,negative,userMentionToken yes but not with out an attitude and nasty comment
681455617,positive,"userMentionToken you guys rock! so easy, quick, and affordable to change my flight. bestairlineever neverchange"
681455618,neutral,"userMentionToken i have a credit that expires a month before my flight, is there any possible way i can have that extended?"
681455619,negative,"userMentionToken 4 hour delay in atl due to ""air traffic control""....love missing an entire day of my vacation unhappycustomer mytimeismoney"
681455620,neutral,userMentionToken i have a question re: your atl companion pass offer. i know i need 3 revenue flight roundtrips. what's a revenue flight? thnx
681455621,negative,"userMentionToken cancelled flightled, had to get refund. cancelled flightlations happen. but the 25+ min phone wait &amp; painful music unacceptable. come on..."
681455622,neutral,userMentionToken how can i refer a friend for the southwest credit card for points?
681455623,neutral,userMentionToken i have the dm from userMentionToken if needed
681455624,neutral,"userMentionToken hello i was talking with userMentionToken but it says you moved here, they sent me a voucher but does not work can u help?"
681455625,neutral,userMentionToken i am following you now.
681455626,neutral,userMentionToken i can go. i want to badly!!!! i don't know how to dm. can i e-mail you? help!!! wmn4lifeuserMentionToken
681455628,positive,"thank you for your help, shannon! great customer service, userMentionToken"
681455629,negative,"userMentionToken 2 1/2 hours late flight, but i made it to sf! maybe you can help me get on an earlier flight on sunday :)"
681455630,negative,userMentionToken again another ride sw employee that printed out boarding passes. deficiency in training obviously
681455631,positive,userMentionToken thanks lindsey &amp; the southwest twitter team for great service &amp; a speedy resolution luvagent swa
681455632,negative,userMentionToken apparently mechanics had to be flown in to fix some planes...not the most assuring sign
681455633,positive,userMentionToken please help. we really want to fly with you. guessweflyingdelta
681455634,neutral,userMentionToken how oh how do we get tickets! ?!
681455635,neutral,"userMentionToken now accepting apple's passbook app for boarding passes. app works on iphone &amp; ipodtouch, not ipad. urlToken"
681455636,positive,userMentionToken thank you! dming now.
681455637,negative,userMentionToken did you cancelled flight all flights into bna today??? needtogethome
681455638,negative,userMentionToken huge problem with someone whose ticket was cancelled flighted mid trip. can you dm?
681455639,negative,userMentionToken flights from sunny sfo delayed for hours and others cancelled flightled left and right with little updates. any help userMentionToken
681455640,negative,"userMentionToken please explain to reps, ignoring a technical issue and passing the buck is not a good business model. lucky limited to 140"
681455641,negative,"userMentionToken understood. just frustrating, you buy early bird check on the day they go on sale at 6:30am and get mid 'b'. feel ripped off."
681455642,neutral,"userMentionToken so that's what happens when your power level goes over 9,000... feet in the air."
681455643,neutral,userMentionToken ceo kelly draws record crowd to userMentionToken business partnership breakfast urlToken urlToken
681455644,neutral,userMentionToken ceo kelly draws record crowd to userMentionToken business partnership breakfast urlToken urlToken
681455645,negative,userMentionToken please start charging for carryon luggage. carryonbagssloweverybodydown
681455646,positive,userMentionToken sea to den. south sound volleyball team on its way! urlToken
681455647,neutral,.userMentionToken i will if you can see about moving up my brother in laws graduation to the 6th. thanks.
681455648,neutral,userMentionToken will do. thank you.
681455649,neutral,userMentionToken if there are any imagine dragons tickets left for tomorrow at userMentionToken here in utah i would love to go i am available! :)
681455650,neutral,userMentionToken so the fares i see for flights in fall are the absoulutely lowest they will be?
681455651,negative,"userMentionToken no no no. swa low fares and on-time service is great! but manufactured quirkiness? mmm, not so much. signed, -captiveaudience"
681455652,negative,userMentionToken will you please start offering services out of userMentionToken and userMentionToken to other airports.. have to drive 3-4 hrs to use u
681455653,negative,userMentionToken flying now from jax to den and i paid $8 for wifi that barely is functional. couldn't do work if i wanted to. never again.
681455654,negative,userMentionToken flight to nashville was cancelled flightled. how do we another flight? i've been trying to call &amp; cannot get a human
681455655,negative,userMentionToken delay is understandable but look at the time of the the flight and boarding time. weird!
681455656,neutral,userMentionToken i will dm you now
681455657,positive,userMentionToken already booked my tickets for august 20th-30th! can't wait for my vacation!
681455658,negative,userMentionToken very frustrated. bought early bird at 6:30am on day tickets were released and got mid-b ticket. spend $50 for nothing
681455659,neutral,userMentionToken is that userMentionToken
681455660,neutral,userMentionToken maybe it is just a machine...
681455661,negative,"userMentionToken so, when your plane doesn't work the luxuries i paid for go away but you keep my money? i need that biz model."
681455662,negative,userMentionToken you will extend if i call the day it expires.why can't it just be extended now? mightmismybrosgraduation
681455663,negative,"userMentionToken y airline i fly with, but haven't seen anything like this yet!"
681455664,positive,userMentionToken that's awesome! love flying swa!
681455665,positive,userMentionToken that guy was the flight attendant on my last flight he was hilarious!
681455666,positive,userMentionToken thanks for the info and the quick response!
681455667,positive,userMentionToken shhhh i don't want something else to steal our deal
681455668,negative,userMentionToken cancelled flighting flights 45 minutes before takeoff &amp; sitting for 45 min on the runway of the rescheduled flight badservice
681455669,neutral,userMentionToken how do i go on the scavenger hunt if i'm in boston?
681455670,neutral,userMentionToken hi there. we re flying swa today. our son has a peanut allergy. any way to request the crew not serve peanuts on flight? thx
681455671,positive,userMentionToken deborah helped me
681455672,positive,userMentionToken give this guy a raise....great start to flight from az to mke..
681455673,negative,userMentionToken - 800 is not int'l friendly
681455674,neutral,"userMentionToken ha, ha not a make or break for me either way!"
681455675,negative,userMentionToken 4-4 in horrible customer service. empty seats in early flight wantcharge me double to get home early instead the usual late flight
681455676,negative,userMentionToken can you answer the phone so i can change my flight plans. srsly.
681455677,negative,userMentionToken you could be a little more accommodating with extending my flight credit.whats 10 extra days! notahappytraveler
681455678,neutral,userMentionToken i would.
681455679,negative,"userMentionToken if you are going to be inconsistent enforcing your rules, i'd prefer you not randomly take it out on freq flyers that obey"
681455680,neutral,userMentionToken can you show me some luv?its 9 degrees and all this snow but imdetermined to go to destinationdragons urlToken
681455681,neutral,userMentionToken sent
681455682,negative,userMentionToken what does relay concerns really mean &amp; how/why do u keep letting people on flights with bags larger than u state are allowabl?
681455683,neutral,userMentionToken what number can we use to all from outside the us? thx
681455684,negative,userMentionToken how long does it take for points from rr shopping to post to my account? got email saying i've earned points but don't see em
681455685,neutral,userMentionToken thanks! i know the routes you currently have from newark. i was just wondering if there was any new ones on the horizon
681455686,positive,userMentionToken oh my gosh! going to dm you now! thank you!
681455687,positive,userMentionToken thank you so much youre amazing im going to cry omg
681455688,negative,userMentionToken if you could get me on the 12:15 flight! my 10:10 has been delayed until 1:05.
681455689,negative,"userMentionToken couldn't make flight, funds forfeited as a no show!! was trying to book another flight using those funds, i'm out."
681455690,neutral,userMentionToken i dmed you :)
681455691,neutral,userMentionToken when is the last chance to win destinationdragon ???
681455692,negative,userMentionToken make this delay go away. maybe upgrade me and kats seats. we are headed to columbus.
681455694,neutral,userMentionToken i have a flight 2/22 userMentionToken am from fort lauderdale to bwi.. can i cancelled flight that flight ? flight 3458 trip i'd 314505529
681455695,neutral,userMentionToken userMentionToken do you know when the last chance is?
681455696,neutral,userMentionToken userMentionToken larry david works for southwest?
681455697,neutral,userMentionToken flying southwest for the first time to lga with a layover in atlanta!
681455698,positive,userMentionToken hi! just wanted to see if you have any new routes planned this year for newark. love flying you guys and hope to do so more!
681455699,positive,userMentionToken thank you. we'll be in touch! moveaboutthecountry
681455700,negative,userMentionToken fjbfsc all i need is receipt showing the 776.20 charge i have on my amex not the 656.xx that i keep getting sent
681455701,negative,userMentionToken what do i need to do when tsa pre doesn't show for a flight of mine?
681455702,negative,userMentionToken getting the run around today with customer service &amp; disconnected customer relations # given twice. help!!!
681455703,negative,userMentionToken have been doing that for hours already
681455704,positive,userMentionToken flight from bwi to isp ready to go! thanks for keeping us warm! frigidfriday urlToken
681455705,positive,"userMentionToken love, love, love this. southwest rocks!! always!! urlToken"
681455706,neutral,userMentionToken who can i contact about requesting a charity donation? thankyou
681455707,positive,userMentionToken shout out to the flight 4386 crew for taking amazing care of us on our double down flight! thankyou
681455708,neutral,userMentionToken what is the status on flight 122 stl-aus?
681455709,positive,userMentionToken please do. hate having to fly a different airline. you're my fav.
681455710,negative,"userMentionToken after flying delta this week, gogo was so good. the tweet i sent you didn't even send until we landed - that's how bad it was"
681455711,positive,userMentionToken sure thing
681455712,negative,userMentionToken why did you book my hotel twice?!?! ahhhhh
681455713,positive,userMentionToken save mile to visit family in 2015 and this will impact how many times i can see my mother. i planned and you change the rules
681455714,positive,userMentionToken jackpot! legroom urlToken
681455716,negative,"userMentionToken you were my go to airline now not so much!! you say you care but i now see not so much! right now, you suck!!"
681455717,negative,userMentionToken i have been loyal to southwest from the beginning but very unhappy about your devaluation.
681455718,neutral,userMentionToken destinationdragons id is my favorite band and i met my 2bestfriends thanks to them! it would be life changing to see them!
681455719,positive,"userMentionToken i live in the southwest, imagine dragons is my favorite band, and i met my 2bestfriends thanks to them. it would be amazing +"
681455720,negative,userMentionToken longer flights with 300 series no wifi? will be great when you retire them.
681455721,negative,"userMentionToken excruciatingly slow internet on swa flights is now the norm, rather than the exception. is this being addressed?"
681455722,neutral,"userMentionToken yes, thank you. just sent dm."
681455723,neutral,userMentionToken when is the last chance to get destinationdragons tickets? i would die of happiness if i won
681455724,negative,userMentionToken the in-browser hover over is intrusive and annoying. and the fact that the wifi only works on one device is sort of sad.
681455725,negative,"userMentionToken the sign in screen had major mobile issues, the responsive design wasn't working properly my nexus 5."
681455726,negative,userMentionToken sure did. also read on there that southwest doesn't believe it is liable for the incident. how is it my fault that sw lost it?
681455727,negative,userMentionToken what's up with the new in-flight wifi service? super crappy user experience. miss the old provider. :(
681455728,negative,userMentionToken it's too damn cold to be sitting on this runway with no heat!!!!!
681455729,neutral,userMentionToken can you please follow so i can dm? thx!
681455730,neutral,userMentionToken sent dm
681455731,positive,userMentionToken i love you. air travel doesn't get easier.
681455732,positive,userMentionToken received awesome phone help from jim today. helped me switch around flights booked with points.
681455733,negative,"userMentionToken repeating this is policy is basically repeating ""fuck you"" to your customers. i'll be shopping for a new airline asap"
681455734,negative,"userMentionToken yeah... that's not what happened. i'm really pissed. this is the kind of thing i expect from us or austrian, not you."
681455735,negative,userMentionToken glad to see you know how to keep the money in your own pockets. 'thanks' for the voucher in return for lost bag.
681455736,negative,"userMentionToken you call this customer service?? sitting in the tarmack for 1hr, lost bag, and you give me a $100. voucher???"
681455737,neutral,userMentionToken i would love to go to the destinationdragons userMentionToken show tomorrow in utah at userMentionToken i've been trying so hard.
681455738,neutral,userMentionToken i hope i can take my selfie stick on the plane today! goingtovegas
681455739,negative,userMentionToken that's bull. once you add a fare to the cart you should be locked in. i made it all the way to paypal.
681455740,neutral,"userMentionToken it is working on a different device, though. any help is appreciated."
681455741,negative,userMentionToken having trouble with wifi. no matter what i get redirected back to getconnected page even though it says i'm connected.
681455742,negative,userMentionToken is this account even aware of the destinationdragons contest? the one youre fucking up for me?
681455743,positive,userMentionToken thank you! i can't wait either :)
681455744,negative,userMentionToken what does this even mean? i'm taking about letting elite customers who paid for a seat fill a seat that will go empty anyway.
681455745,positive,userMentionToken sweet!!! glad to hear it. i'll keep you guys in mind next time!
681455746,negative,"userMentionToken you do a great job of achieving that at most cities, just not at bwi."
681455747,negative,userMentionToken hello. my flight is cancelled flightled for destinationdragons and no one at your desk at kci knows what the fuck is happening!!!!!!!!
681455748,positive,userMentionToken your employees at bwi have been amazing!
681455749,positive,userMentionToken thanks for responding.
681455750,negative,userMentionToken thanks for leaving me hanging here. destinationdragons flights all fucked up now. no help?!
681455751,neutral,"userMentionToken hi! winter wx advisory issued for stl. snow &amp; ice &amp; cold, oh my! will you issue a travel advisory for that?"
681455752,neutral,"userMentionToken if a travel advisory is posted for den, can i then make changes to my ticket? anything i need to know before i call?"
681455753,negative,userMentionToken luxury! only 40 people on this flight. i'm going to get spoiled.
681455754,negative,"userMentionToken three flights with three check in agents, not enough. missedflight back to jet blue"
681455755,positive,userMentionToken when are you releasing your flights for september? just found out you fly direct lbb to las! so excited! tripofalifetime
681455756,negative,userMentionToken unable to book travel right now on the website or through the app. help!
681455757,positive,userMentionToken gracias... appreciate that!
681455758,positive,userMentionToken was fantastic! that's the best flight service i've ever had.
681455759,neutral,userMentionToken would love to win tickets and take my son to imagine dragons in provo saturday night. crossed fingers. destinationdragons
681455760,negative,"userMentionToken promotion also said two free round trip flights. nope, had to pay $200 extra for chi to vegas. bait&amp;switch."
681455761,negative,"userMentionToken so for an extra luggage, it cost $75????"
681455762,negative,userMentionToken turned my non-stop flight between laguardia/dal into a 1 stop in stl. wth? i'm thinking some sorta comp is in order? really?
681455763,positive,"userMentionToken flying with you in about 2 weeks, bringing blankets bc it's freezing!"
681455764,negative,userMentionToken last 5 flights have all consistently ran behind schedule what's up with that ??
681455765,neutral,userMentionToken how about some sweet promo code to help me visit my family!!!.... please!!!... lol
681455766,negative,"userMentionToken my sinuses had to contend with two painful landings rather than one, and we missed a preregistration window. beyond frustrated"
681455767,negative,userMentionToken why do airlines change ticket prices in the middle of the day annoyed
681455768,negative,userMentionToken delayed again! you're killing me late flightly!
681455769,positive,userMentionToken love imagine dragons so much i eould die if i got tickets
681455770,neutral,userMentionToken i wannaa go to the vegas show so bad id doo anything destinationdragons
681455771,positive,"userMentionToken i love imagine dragons o flipping much, pls destinationdragons"
681455772,positive,userMentionToken i would love to go to the atlanta show
681455773,positive,userMentionToken i would do anything for tickets to the vegas... anything. i love imagine dragons so much!!
681455774,negative,userMentionToken another delay. wow
681455775,negative,userMentionToken i don't want to be too whiny. we accommodated several passengers whose earlier flight was cancelled flightled. our flight was very long.
681455776,positive,userMentionToken this would be an awesome experience destinationdragons
681455777,positive,userMentionToken hi! i your company and fly all the time. i was wondering if you could please share this link &amp; read! urlToken
681455778,neutral,userMentionToken yes! how about destinationdragons in san diego?!?
681455779,negative,userMentionToken i can't begin to tell you how slow my plane's wifi is. i can't even pull up an email. what am i paying $8 for??
681455780,neutral,userMentionToken do we get to pick which userMentionToken show? destinationdragons
681455781,negative,userMentionToken betsy is the besty! gettin' stuck at las might not be bad for most..but i want home! homewardbound betsy besty thankyou
681455782,negative,"userMentionToken we should be landing at ric right now, but haven't even left atl. should have picked delta maybe?"
681455783,negative,userMentionToken i love ya but your bringin me down. an hour late flight leaving and now we've been sitting in the runway for 20 min fail
681455784,negative,"userMentionToken i have never been mor e disappointed in a company, charging $8 to use your wifi which only works for about 8 apps parhetic"
681455785,negative,userMentionToken just picked up my bag at seatac all the clothes are soaking wet... bagawim urlToken
681455786,positive,userMentionToken would be cool if the best airlines company hooked me up with userMentionToken tickets for vegas :)
681455787,positive,"userMentionToken appreciate the reply, hopefully those lax agents get the memo. cheers!"
681455788,neutral,userMentionToken can you help me out with tickets to the vegas event? i would be so stoked!
681455789,neutral,"userMentionToken i notice that there are separate buttons for ""guitar"" and actual ""music"" in this pic. some bands should take note of this."
681455790,neutral,userMentionToken give me tickets to atlanta! i would do anything! anything
681455791,negative,userMentionToken offering us absolutely nothing for our troubles either. blames the userMentionToken
681455792,negative,userMentionToken link doesn't work
681455793,neutral,userMentionToken just realized my luv voucher expired today. :( any chance of getting some luv with an extension? please? veryloyalcustomer
681455794,negative,"userMentionToken it'd be nice if i could get an answer, even a simple ""no"" would do; i just want to know. :)"
681455795,negative,userMentionToken after 4 hours of delays you did make a nice offer for rescheduling me the next day... but...
681455796,positive,userMentionToken a nice trip back home after a looong vaca urlToken
681455797,negative,userMentionToken paid for in flight wifi from austin to san diego - wasn't useable. :/ possible to get a refund? conf 8x7xvm
681455798,positive,userMentionToken it was the usually excellent swa flight!
681455799,negative,userMentionToken you know i you but trying my patience - had easier cheaper ways from tpa to pdx but stuck w u. turned my 3 hrs in mci to 6
681455800,negative,userMentionToken i figured the streaming wouldn't work per the tos but just the userMentionToken site is taking longer than 5 minutes to load
681455801,negative,"userMentionToken now we have to wait, and wait to get it straight. i fly you for personal and business. but now, not so sure. bebetter"
681455802,negative,userMentionToken because your gate attendant let someone board whose boarding pass kept reading invalid. this messed up the passenger log.
681455803,negative,userMentionToken your android wi-fi experience is terrible! $8 is a ripoff! i can't get to userMentionToken or mrn for userMentionToken budweiserduels
681455804,negative,"userMentionToken dear swa, i fly you a lot. most of the time, amazing. today: unacceptable.i am sitting here in midway delayed 20 min...."
681455805,negative,userMentionToken what do you know? finally lined up like cattle to board my sw flight (after original departure time) badcustomerservice
681455806,neutral,userMentionToken seems like you could make more money by opening up seats on a more desirable flight.
681455807,positive,userMentionToken jason (108639) at gate 3 in san made my afternoon!!! southwestairlines stellarservice thanks!
681455808,positive,userMentionToken thanks for adding straight flights from columbus to oakland!
681455809,positive,userMentionToken i look forward to those direct flights to california to see my family more often. thank you userMentionToken byebyeusairline
681455810,negative,userMentionToken where is the great customer service i have come to know/expect; you luv dropped by eb check in and no help in sight!
681455811,negative,userMentionToken why can't you help me after you made mistake and dropped my early bird check in on your end? where is the luv?
681455812,neutral,userMentionToken i have a roundtrip ticket now and i need to change one leg of the trip (to a nearby airport) - not possible via website?
681455813,negative,userMentionToken please do something about the speed of your wifi connections on your planes. it might as well be non-existent.
681455814,positive,userMentionToken your crew on 4028 tonight was outstanding. god bless them and the medically trained passengers on board.
